SalesOrderID,OrderDate,DueDate,ShipDate,CustomerID,TerritoryID,SubTotal,TaxAmt,Freight,TotalDue,SalesOrderDetailID,OrderQty,ProductID,LineTotal,ProductCategoryID,Category,ProductSubcategoryID,Sub category,Product.1,Color,Territory
68446,3/17/2014,3/29/2014,3/24/2014,26750,9,1155.48,92.4384,28.887,1276.8054,99817,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
68518,3/18/2014,3/30/2014,3/25/2014,24304,9,1764.96,141.1968,44.124,1950.2808,100007,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
68538,3/18/2014,3/30/2014,3/25/2014,11147,9,2443.55,195.484,61.0888,2700.1228,100067,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
68665,3/20/2014,4/1/2014,3/27/2014,24283,9,1764.96,141.1968,44.124,1950.2808,100394,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
68667,3/20/2014,4/1/2014,3/27/2014,21891,9,2478.34,198.2672,61.9585,2738.5657,100400,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
68682,3/20/2014,4/1/2014,3/27/2014,13075,9,2477.53,198.2024,61.9383,2737.6707,100451,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
68734,3/21/2014,4/2/2014,3/28/2014,29461,9,777.34,62.1872,19.4335,858.9607,100578,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
68742,3/22/2014,4/3/2014,3/29/2014,22956,9,64.47,5.1576,1.6118,71.2394,100599,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
68745,3/22/2014,4/3/2014,3/29/2014,18262,9,59.48,4.7584,1.487,65.7254,100604,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
68788,3/22/2014,4/3/2014,3/29/2014,26133,9,1155.48,92.4384,28.887,1276.8054,100704,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
68891,3/24/2014,4/5/2014,3/31/2014,19672,9,74.98,5.9984,1.8745,82.8529,100946,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
68892,3/24/2014,4/5/2014,3/31/2014,14685,9,64.47,5.1576,1.6118,71.2394,100948,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
68895,3/24/2014,4/5/2014,3/31/2014,13042,9,59.48,4.7584,1.487,65.7254,100955,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
68896,3/24/2014,4/5/2014,3/31/2014,16634,9,71.58,5.7264,1.7895,79.0959,100959,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
68936,3/24/2014,4/5/2014,3/31/2014,15180,9,2394.97,191.5976,59.8743,2646.4419,101072,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
68955,3/25/2014,4/6/2014,4/1/2014,13615,9,59.98,4.7984,1.4995,66.2779,101118,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
68957,3/25/2014,4/6/2014,4/1/2014,15783,9,63.97,5.1176,1.5993,70.6869,101122,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
68962,3/25/2014,4/6/2014,4/1/2014,14015,9,34.99,2.7992,0.8748,38.664,101132,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
68999,3/25/2014,4/6/2014,4/1/2014,26028,9,1155.48,92.4384,28.887,1276.8054,101217,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
69158,3/27/2014,4/8/2014,4/3/2014,14316,9,889.8,71.184,22.245,983.229,101621,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
69243,3/28/2014,4/9/2014,4/4/2014,11472,9,2443.55,195.484,61.0888,2700.1228,101833,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
69316,3/30/2014,4/11/2014,4/6/2014,15140,9,34.99,2.7992,0.8748,38.664,102023,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
69375,3/30/2014,4/11/2014,4/6/2014,21892,9,2478.34,198.2672,61.9585,2738.5657,102166,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
69628,3/31/2014,4/12/2014,4/7/2014,24463,9,1735.98,138.8784,43.3995,1918.2579,105184,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
69655,3/31/2014,4/12/2014,4/7/2014,13123,9,2419.06,193.5248,60.4765,2673.0613,105250,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
69797,4/3/2014,4/15/2014,4/10/2014,20630,9,74.98,5.9984,1.8745,82.8529,105605,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
69845,4/3/2014,4/15/2014,4/10/2014,26429,9,1155.48,92.4384,28.887,1276.8054,105728,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
69846,4/3/2014,4/15/2014,4/10/2014,15645,9,1735.98,138.8784,43.3995,1918.2579,105730,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
69942,4/4/2014,4/16/2014,4/11/2014,13111,9,1249.84,99.9872,31.246,1381.0732,105989,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
69944,4/4/2014,4/16/2014,4/11/2014,13080,9,2433.04,194.6432,60.826,2688.5092,105995,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
69950,4/5/2014,4/17/2014,4/12/2014,16184,9,38.98,3.1184,0.9745,43.0729,106005,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
70026,4/6/2014,4/18/2014,4/13/2014,17316,9,59.48,4.7584,1.487,65.7254,106192,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
70072,4/6/2014,4/18/2014,4/13/2014,13115,9,2433.04,194.6432,60.826,2688.5092,106310,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
70075,4/6/2014,4/18/2014,4/13/2014,15725,9,2344.96,187.5968,58.624,2591.1808,106321,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
70149,4/7/2014,4/19/2014,4/14/2014,22909,9,1798.96,143.9168,44.974,1987.8508,106511,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
70169,4/8/2014,4/20/2014,4/15/2014,13640,9,38.98,3.1184,0.9745,43.0729,106557,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
70246,4/8/2014,4/20/2014,4/15/2014,15120,9,811.32,64.9056,20.283,896.5086,106746,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
70433,4/11/2014,4/23/2014,4/18/2014,26423,9,1218.98,97.5184,30.4745,1346.9729,107217,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
70647,4/14/2014,4/26/2014,4/21/2014,26764,9,1155.48,92.4384,28.887,1276.8054,107757,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
70726,4/15/2014,4/27/2014,4/22/2014,24367,9,1735.98,138.8784,43.3995,1918.2579,107956,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
70824,4/17/2014,4/29/2014,4/24/2014,16162,9,148.45,11.876,3.7113,164.0373,108192,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
70948,4/19/2014,5/1/2014,4/26/2014,15253,9,69.97,5.5976,1.7493,77.3169,108519,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
71000,4/19/2014,5/1/2014,4/26/2014,26443,9,1155.48,92.4384,28.887,1276.8054,108643,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
71020,4/19/2014,5/1/2014,4/26/2014,13135,9,2419.06,193.5248,60.4765,2673.0613,108695,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
71096,4/21/2014,5/3/2014,4/28/2014,16178,9,69.97,5.5976,1.7493,77.3169,108898,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
71133,4/21/2014,5/3/2014,4/28/2014,15802,9,2394.97,191.5976,59.8743,2646.4419,108990,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
71158,4/22/2014,5/4/2014,4/29/2014,13002,9,101.96,8.1568,2.549,112.6658,109050,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
71192,4/22/2014,5/4/2014,4/29/2014,26160,9,1155.48,92.4384,28.887,1276.8054,109123,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
71194,4/22/2014,5/4/2014,4/29/2014,26754,9,1155.48,92.4384,28.887,1276.8054,109129,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
71197,4/22/2014,5/4/2014,4/29/2014,21996,9,1764.96,141.1968,44.124,1950.2808,109140,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
71264,4/23/2014,5/5/2014,4/30/2014,21994,9,2478.34,198.2672,61.9585,2738.5657,109310,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
71284,4/24/2014,5/6/2014,5/1/2014,21968,9,2541.32,203.3056,63.533,2808.1586,109361,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
71353,4/25/2014,5/7/2014,5/2/2014,17311,9,69.97,5.5976,1.7493,77.3169,109550,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
71415,4/25/2014,5/7/2014,5/2/2014,15648,9,1735.98,138.8784,43.3995,1918.2579,109694,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
71429,4/26/2014,5/8/2014,5/3/2014,15034,9,94.46,7.5568,2.3615,104.3783,109729,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
71559,4/28/2014,5/10/2014,5/5/2014,21966,9,2478.34,198.2672,61.9585,2738.5657,110039,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
71565,4/28/2014,5/10/2014,5/5/2014,21973,9,56.97,4.5576,1.4243,62.9519,110055,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
72060,5/2/2014,5/14/2014,5/9/2014,28133,9,574.98,45.9984,14.3745,635.3529,113827,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
72106,5/3/2014,5/15/2014,5/10/2014,13974,9,2369.97,189.5976,59.2493,2618.8169,113946,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
72249,5/5/2014,5/17/2014,5/12/2014,22929,9,2492.32,199.3856,62.308,2754.0136,114299,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
72269,5/5/2014,5/17/2014,5/12/2014,26547,9,624.97,49.9976,15.6243,690.5919,114346,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
72275,5/6/2014,5/18/2014,5/13/2014,18263,9,91.95,7.356,2.2988,101.6048,114360,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
72280,5/6/2014,5/18/2014,5/13/2014,13120,9,92.97,7.4376,2.3243,102.7319,114369,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
72329,5/6/2014,5/18/2014,5/13/2014,22933,9,1735.98,138.8784,43.3995,1918.2579,114487,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
72363,5/7/2014,5/19/2014,5/14/2014,15727,9,34.99,2.7992,0.8748,38.664,114575,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
72412,5/7/2014,5/19/2014,5/14/2014,22913,9,2502.83,200.2264,62.5708,2765.6272,114711,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
72417,5/7/2014,5/19/2014,5/14/2014,16495,9,2423.96,193.9168,60.599,2678.4758,114729,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
72485,5/8/2014,5/20/2014,5/15/2014,16029,9,1735.98,138.8784,43.3995,1918.2579,114905,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
72492,5/8/2014,5/20/2014,5/15/2014,13021,9,596.96,47.7568,14.924,659.6408,114921,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
72494,5/8/2014,5/20/2014,5/15/2014,17328,9,809.47,64.7576,20.2368,894.4644,114928,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
72555,5/9/2014,5/21/2014,5/16/2014,18457,9,1247.96,99.8368,31.199,1378.9958,115087,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
72559,5/9/2014,5/21/2014,5/16/2014,27486,9,588.96,47.1168,14.724,650.8008,115099,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
72622,5/10/2014,5/22/2014,5/17/2014,27698,9,1179.97,94.3976,29.4993,1303.8669,115262,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
72624,5/10/2014,5/22/2014,5/17/2014,16623,9,2394.97,191.5976,59.8743,2646.4419,115271,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
72638,5/10/2014,5/22/2014,5/17/2014,28134,9,574.98,45.9984,14.3745,635.3529,115309,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
72639,5/10/2014,5/22/2014,5/17/2014,13134,9,1249.84,99.9872,31.246,1381.0732,115311,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
72705,5/11/2014,5/23/2014,5/18/2014,27743,9,1155.48,92.4384,28.887,1276.8054,115488,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
72728,5/12/2014,5/24/2014,5/19/2014,13970,9,2419.06,193.5248,60.4765,2673.0613,115557,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
72773,5/12/2014,5/24/2014,5/19/2014,11001,9,588.96,47.1168,14.724,650.8008,115673,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
72788,5/12/2014,5/24/2014,5/19/2014,28119,9,574.98,45.9984,14.3745,635.3529,115712,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
72829,5/13/2014,5/25/2014,5/20/2014,26588,9,1155.48,92.4384,28.887,1276.8054,115819,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
72861,5/14/2014,5/26/2014,5/21/2014,14013,9,34.99,2.7992,0.8748,38.664,115898,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
72918,5/14/2014,5/26/2014,5/21/2014,26569,9,1155.48,92.4384,28.887,1276.8054,116039,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
73038,5/16/2014,5/28/2014,5/23/2014,15804,9,34.99,2.7992,0.8748,38.664,116336,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
73107,5/17/2014,5/29/2014,5/24/2014,15602,9,34.99,2.7992,0.8748,38.664,116490,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
73180,5/17/2014,5/29/2014,5/24/2014,13955,9,2443.55,195.484,61.0888,2700.1228,116679,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
73260,5/19/2014,5/31/2014,5/26/2014,18443,9,60.47,4.8376,1.5118,66.8194,116869,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
73262,5/19/2014,5/31/2014,5/26/2014,15805,9,34.99,2.7992,0.8748,38.664,116873,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
73336,5/19/2014,5/31/2014,5/26/2014,13118,9,1249.84,99.9872,31.246,1381.0732,117053,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
73384,5/20/2014,6/1/2014,5/27/2014,16656,9,2351.96,188.1568,58.799,2598.9158,117173,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
73389,5/20/2014,6/1/2014,5/27/2014,27694,9,1184.46,94.7568,29.6115,1308.8283,117187,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
73476,5/21/2014,6/2/2014,5/28/2014,27699,9,1155.48,92.4384,28.887,1276.8054,117395,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
73502,5/21/2014,6/2/2014,5/28/2014,13967,9,1274.33,101.9464,31.8583,1408.1347,117459,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
73565,5/22/2014,6/3/2014,5/29/2014,27723,9,1155.48,92.4384,28.887,1276.8054,117622,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
73709,5/24/2014,6/5/2014,5/31/2014,11360,9,777.34,62.1872,19.4335,858.9607,118004,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
73712,5/24/2014,6/5/2014,5/31/2014,13648,9,2419.06,193.5248,60.4765,2673.0613,118010,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
73764,5/25/2014,6/6/2014,6/1/2014,16348,9,2339.97,187.1976,58.4993,2585.6669,118143,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
73785,5/25/2014,6/6/2014,6/1/2014,11993,9,2419.06,193.5248,60.4765,2673.0613,118206,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
73786,5/25/2014,6/6/2014,6/1/2014,13960,9,2478.04,198.2432,61.951,2738.2342,118208,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
73792,5/26/2014,6/7/2014,6/2/2014,14069,9,123.95,9.916,3.0988,136.9648,118226,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
73799,5/26/2014,6/7/2014,6/2/2014,15796,9,34.99,2.7992,0.8748,38.664,118244,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
73919,5/27/2014,6/8/2014,6/3/2014,13997,9,2514.93,201.1944,62.8733,2778.9977,118524,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
73946,5/28/2014,6/9/2014,6/4/2014,20248,9,69.97,5.5976,1.7493,77.3169,118594,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
74094,5/29/2014,6/10/2014,6/5/2014,29345,9,574.98,45.9984,14.3745,635.3529,118965,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
74095,5/29/2014,6/10/2014,6/5/2014,28102,9,1299.83,103.9864,32.4958,1436.3122,118967,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
74105,5/30/2014,6/11/2014,6/6/2014,20223,9,98.96,7.9168,2.474,109.3508,118991,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
74136,5/30/2014,6/11/2014,6/6/2014,14055,9,2376.96,190.1568,59.424,2626.5408,119078,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
74340,6/6/2014,6/18/2014,6/13/2014,19587,9,93.46,7.4768,2.3365,103.2733,119540,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
74443,6/9/2014,6/21/2014,6/16/2014,16488,9,112.47,8.9976,2.8118,124.2794,119771,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
74552,6/13/2014,6/25/2014,6/20/2014,14678,9,117.96,9.4368,2.949,130.3458,119996,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
74555,6/13/2014,6/25/2014,6/20/2014,17321,9,133.47,10.6776,3.3368,147.4844,120006,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
74591,6/14/2014,6/26/2014,6/21/2014,13140,9,48.97,3.9176,1.2243,54.1119,120082,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
74812,6/21/2014,7/3/2014,6/28/2014,21362,9,93.97,7.5176,2.3493,103.8369,120592,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
74969,6/26/2014,7/8/2014,7/3/2014,16622,9,69.97,5.5976,1.7493,77.3169,120948,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
75001,6/27/2014,7/9/2014,7/4/2014,11123,9,103.96,8.3168,2.599,114.8758,121019,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
75063,6/29/2014,7/11/2014,7/6/2014,18732,9,114.46,9.1568,2.8615,126.4783,121168,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
75090,6/30/2014,7/12/2014,7/7/2014,27686,9,74.98,5.9984,1.8745,82.8529,121236,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
51952,7/1/2013,7/13/2013,7/8/2013,24094,10,39.98,3.1984,0.9995,44.1779,43108,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,United Kingdom
52050,7/3/2013,7/15/2013,7/10/2013,21861,7,39.98,3.1984,0.9995,44.1779,43339,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,France
52071,7/4/2013,7/16/2013,7/11/2013,21366,9,39.98,3.1984,0.9995,44.1779,43387,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
52188,7/6/2013,7/18/2013,7/13/2013,15430,1,39.98,3.1984,0.9995,44.1779,43654,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Northwest
52190,7/6/2013,7/18/2013,7/13/2013,14761,4,39.98,3.1984,0.9995,44.1779,43658,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Southwest
52367,7/10/2013,7/22/2013,7/17/2013,24890,9,39.98,3.1984,0.9995,44.1779,44126,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
52503,7/12/2013,7/24/2013,7/19/2013,17105,10,39.98,3.1984,0.9995,44.1779,44446,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,United Kingdom
52637,7/15/2013,7/27/2013,7/22/2013,14507,4,39.98,3.1984,0.9995,44.1779,44775,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Southwest
52639,7/15/2013,7/27/2013,7/22/2013,16057,8,39.98,3.1984,0.9995,44.1779,44780,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Germany
52696,7/16/2013,7/28/2013,7/23/2013,15158,4,39.98,3.1984,0.9995,44.1779,44915,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Southwest
52805,7/18/2013,7/30/2013,7/25/2013,16477,1,39.98,3.1984,0.9995,44.1779,45181,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Northwest
53153,7/25/2013,8/6/2013,8/1/2013,23255,6,39.98,3.1984,0.9995,44.1779,46008,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Canada
53272,7/27/2013,8/8/2013,8/3/2013,13497,8,39.98,3.1984,0.9995,44.1779,46279,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Germany
53309,7/28/2013,8/9/2013,8/4/2013,18223,1,39.98,3.1984,0.9995,44.1779,46385,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Northwest
53314,7/28/2013,8/9/2013,8/4/2013,19817,6,39.98,3.1984,0.9995,44.1779,46393,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Canada
53354,7/29/2013,8/10/2013,8/5/2013,20316,9,39.98,3.1984,0.9995,44.1779,46509,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Australia
53373,7/29/2013,8/10/2013,8/5/2013,29209,6,39.98,3.1984,0.9995,44.1779,46553,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Canada
53644,7/31/2013,8/12/2013,8/7/2013,28080,6,39.98,3.1984,0.9995,44.1779,50558,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Canada
53894,8/5/2013,8/17/2013,8/12/2013,17359,1,39.98,3.1984,0.9995,44.1779,51152,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Northwest
54001,8/7/2013,8/19/2013,8/14/2013,17419,4,39.98,3.1984,0.9995,44.1779,51408,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Southwest
54013,8/7/2013,8/19/2013,8/14/2013,16050,10,39.98,3.1984,0.9995,44.1779,51432,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,United Kingdom
54062,8/8/2013,8/20/2013,8/15/2013,18640,1,39.98,3.1984,0.9995,44.1779,51558,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Northwest
54123,8/9/2013,8/21/2013,8/16/2013,24085,10,39.98,3.1984,0.9995,44.1779,51706,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,United Kingdom
54341,8/13/2013,8/25/2013,8/20/2013,14924,7,39.98,3.1984,0.9995,44.1779,52242,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,France
54740,8/20/2013,9/1/2013,8/27/2013,15281,4,39.98,3.1984,0.9995,44.1779,53226,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,Southwest
54744,8/20/2013,9/1/2013,8/27/2013,16437,10,39.98,3.1984,0.9995,44.1779,53235,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,United Kingdom
54751,8/20/2013,9/1/2013,8/27/2013,12489,7,39.98,3.1984,0.9995,44.1779,53248,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,France
54796,8/21/2013,9/2/2013,8/28/2013,19182,7,39.98,3.1984,0.9995,44.1779,53354,1,708,34.99,4,Accessories,31,Helmets,"Sport-100 Helmet, Black",Black,France
